assessment_id,psid,rf_reference,agency_code,product_code,payer_id,payer_account_id,payer_name_snapshot,payer_id_masked,external_ref,description,currency,assessed_amount_minor,surcharge_accrued_minor,discount_applied_minor,payable_amount_minor,allocated_amount_minor,balance_minor,issue_date,due_date,expiry_date,status,source,version,metadata,waterfall
AS-00132,61011600000162876,RF8861011600000162876,LHC,LHC-COURT-FEE,PY-I017,,Tariq Mehmood Awan,CNIC ****36-8,CP-1123/2026,Court Fee - Civil Filing - 2026-07,PKR,1500000,0,0,1500000,0,1500000,2026-07-29,2026-08-02,2026-08-13,ISSUED,AGENCY_API,1,"{""case_no"": ""CP-1123/2026"", ""court"": ""Lahore High Court""}",EXPLICIT_ONLY
AS-00133,61011600000273146,RF1961011600000273146,LHC,LHC-COURT-FEE,PY-I018,,Saima Noor,CNIC ****07-9,CP-1124/2026,Court Fee - Civil Filing - 2026-07,PKR,2000000,0,0,2000000,2000000,0,2026-07-29,2026-08-02,2026-08-13,SETTLED,AGENCY_API,1,"{""case_no"": ""CP-1124/2026"", ""court"": ""Lahore High Court""}",EXPLICIT_ONLY
AS-00134,61011600000363682,RF4461011600000363682,LHC,LHC-COURT-FEE,PY-I019,,Adnan Sami Qureshi,CNIC ****78-1,CP-1125/2026,Court Fee - Civil Filing - 2026-07,PKR,2500000,0,0,2500000,2500000,0,2026-07-29,2026-08-02,2026-08-13,SETTLED,AGENCY_API,1,"{""case_no"": ""CP-1125/2026"", ""court"": ""Lahore High Court""}",EXPLICIT_ONLY
AS-00135,61011600000424002,RF3461011600000424002,LHC,LHC-COURT-FEE,PY-I020,,Kiran Shahzadi,CNIC ****49-2,CP-1126/2026,Court Fee - Civil Filing - 2026-07,PKR,3000000,0,0,3000000,3000000,0,2026-07-29,2026-08-02,2026-08-13,SETTLED,AGENCY_API,1,"{""case_no"": ""CP-1126/2026"", ""court"": ""Lahore High Court""}",EXPLICIT_ONLY
AS-00136,61011600000555795,RF6861011600000555795,LHC,LHC-COURT-FEE,PY-I021,,Waqar Younis Gill,CNIC ****20-3,CP-1127/2026,Court Fee - Civil Filing - 2026-07,PKR,3500000,0,0,3500000,3500000,0,2026-07-29,2026-08-02,2026-08-13,SETTLED,AGENCY_API,1,"{""case_no"": ""CP-1127/2026"", ""court"": ""Lahore High Court""}",EXPLICIT_ONLY
AS-00137,71011900000767480,RF6271011900000767480,BOR,BOR-TENDER-DEP,PY-C011,,Descon Fabrication (Pvt) Ltd,NTN ****70-2,TENDER/BOR/2026/77,Tender / Earnest Money Deposit - 2026-07,PKR,50000000,0,0,50000000,50000000,0,2026-07-27,2026-08-01,2026-08-09,SETTLED,AGENCY_API,1,"{""tender_ref"": ""BOR-T-2026-77"", ""refundable"": true}",EXPLICIT_ONLY
AS-00138,71011900000819928,RF6971011900000819928,BOR,BOR-TENDER-DEP,PY-C012,,Shalimar Pharma (Pvt) Ltd,NTN ****07-3,TENDER/BOR/2026/78,Tender / Earnest Money Deposit - 2026-07,PKR,75000000,0,0,75000000,75000000,0,2026-07-27,2026-08-01,2026-08-09,SETTLED,AGENCY_API,1,"{""tender_ref"": ""BOR-T-2026-78"", ""refundable"": true}",EXPLICIT_ONLY
AS-00139,71011900000974986,RF2371011900000974986,BOR,BOR-TENDER-DEP,PY-C013,,Zenith Clearing Agents (Pvt) Ltd,NTN ****44-4,TENDER/BOR/2026/79,Tender / Earnest Money Deposit - 2026-07,PKR,100000000,0,0,100000000,100000000,0,2026-07-27,2026-08-01,2026-08-09,SETTLED,AGENCY_API,1,"{""tender_ref"": ""BOR-T-2026-79"", ""refundable"": true}",EXPLICIT_ONLY
AS-00140,61011700000664618,RF3661011700000664618,LHC,LHC-SEC-DEPOSIT,PY-I022,,Amna Batool,CNIC ****91-4,CP-1199/2026-SEC,Security Deposit - Litigation - 2026-07,PKR,25000000,0,0,25000000,25000000,0,2026-07-28,2026-08-04,2026-08-19,SETTLED,AGENCY_API,1,"{""case_no"": ""CP-1199/2026"", ""refundable"": true}",EXPLICIT_ONLY
AS-00141,31011100001646298,RF3531011100001646298,ETPB,ETPB-PROF-TAX,PY-C006,,Meridian Foods (Pvt) Ltd,NTN ****85-6,PROF/2026/2200,Professional Tax - Businesses - 2026-27,PKR,1240000,40000,0,1240000,0,1240000,2026-06-10,2026-07-10,,OVERDUE,AGENCY_API,1,{},OLDEST_FIRST
AS-00142,31011100001733224,RF4531011100001733224,ETPB,ETPB-PROF-TAX,PY-C007,,Sapphire Chemicals Ltd,NTN ****22-7,PROF/2026/2201,Professional Tax - Businesses - 2026-27,PKR,1550000,50000,0,1550000,1550000,0,2026-06-10,2026-07-10,,SETTLED,AGENCY_API,1,{},OLDEST_FIRST
AS-00143,31011100001852604,RF9531011100001852604,ETPB,ETPB-PROF-TAX,PY-C008,,Northern Cement Company Ltd,NTN ****59-8,PROF/2026/2202,Professional Tax - Businesses - 2026-27,PKR,1860000,60000,0,1860000,1860000,0,2026-06-10,2026-07-10,,SETTLED,AGENCY_API,1,{},OLDEST_FIRST
AS-00144,31011100001939024,RF9031011100001939024,ETPB,ETPB-PROF-TAX,PY-C009,,Gulberg Software House (Pvt) Ltd,NTN ****96-9,PROF/2026/2203,Professional Tax - Businesses - 2026-27,PKR,2170000,70000,0,2170000,2170000,0,2026-06-10,2026-07-10,,SETTLED,AGENCY_API,1,{},OLDEST_FIRST
AS-00145,31011100002088592,RF5831011100002088592,ETPB,ETPB-PROF-TAX,PY-C010,,Pak Agro Processing Ltd,NTN ****33-1,PROF/2026/2204,Professional Tax - Businesses - 2026-27,PKR,2480000,80000,0,2480000,2480000,0,2026-06-10,2026-07-10,,SETTLED,AGENCY_API,1,{},OLDEST_FIRST
AS-00146,31011100002132201,RF9831011100002132201,ETPB,ETPB-PROF-TAX,PY-C011,,Descon Fabrication (Pvt) Ltd,NTN ****70-2,PROF/2026/2205,Professional Tax - Businesses - 2026-27,PKR,2790000,90000,0,2790000,2790000,0,2026-06-10,2026-07-10,,SETTLED,AGENCY_API,1,{},OLDEST_FIRST
AS-00147,31011200002288756,RF4431011200002288756,ETPB,ETPB-PROP-TAX,PY-I001,,Muhammad Ahmed Khan,CNIC ****00-1,PT/LHR/2026/6600,Property Tax - Urban Immovable - 2026-27,PKR,2310000,110000,0,2310000,2310000,0,2026-04-01,2026-05-31,,SETTLED,AGENCY_API,1,"{""property_id"": ""MT-1200""}",OLDEST_FIRST
AS-00148,31011200002317567,RF8731011200002317567,ETPB,ETPB-PROP-TAX,PY-I002,,Fatima Zahra Siddiqui,CNIC ****71-2,PT/LHR/2026/6601,Property Tax - Urban Immovable - 2026-27,PKR,2890000,140000,0,2890000,2890000,0,2026-04-01,2026-05-31,,SETTLED,AGENCY_API,1,"{""property_id"": ""MT-1201""}",OLDEST_FIRST
AS-00149,31011200002443136,RF6831011200002443136,ETPB,ETPB-PROP-TAX,PY-I003,,Ali Hassan Raza,CNIC ****42-3,PT/LHR/2026/6602,Property Tax - Urban Immovable - 2026-27,PKR,3470000,170000,0,3470000,3470000,0,2026-04-01,2026-05-31,,SETTLED,AGENCY_API,1,"{""property_id"": ""MT-1202""}",OLDEST_FIRST
AS-00150,31011200002580103,RF8431011200002580103,ETPB,ETPB-PROP-TAX,PY-I004,,Ayesha Bibi,CNIC ****13-4,PT/LHR/2026/6603,Property Tax - Urban Immovable - 2026-27,PKR,4050000,200000,0,4050000,4050000,0,2026-04-01,2026-05-31,,SETTLED,AGENCY_API,1,"{""property_id"": ""MT-1203""}",OLDEST_FIRST
AS-00151,31011200002605610,RF9531011200002605610,ETPB,ETPB-PROP-TAX,PY-I005,,Usman Ghani Butt,CNIC ****84-5,PT/LHR/2026/6604,Property Tax - Urban Immovable - 2026-27,PKR,4630000,230000,0,4630000,4630000,0,2026-04-01,2026-05-31,,SETTLED,AGENCY_API,1,"{""property_id"": ""MT-1204""}",OLDEST_FIRST
AS-00152,31011200002759402,RF8731011200002759402,ETPB,ETPB-PROP-TAX,PY-I006,,Zainab Malik,CNIC ****55-6,PT/LHR/2026/6605,Property Tax - Urban Immovable - 2026-27,PKR,5210000,260000,0,5210000,5210000,0,2026-04-01,2026-05-31,,SETTLED,AGENCY_API,1,"{""property_id"": ""MT-1205""}",OLDEST_FIRST
AS-00153,12010200004459589,RF8512010200004459589,FBR,FBR-IT-IND,PY-I006,,Zainab Malik,CNIC ****55-6,DEMAND/IT/IND/2026/5500,Income Tax - Individuals & AOPs - 2025-26,PKR,8590000,90000,0,8590000,0,8590000,2026-06-20,2026-07-20,,OVERDUE,AGENCY_API,1,"{""tax_year"": ""2025-26""}",PRINCIPAL_FIRST
AS-00154,12010200004500703,RF7512010200004500703,FBR,FBR-IT-IND,PY-I007,,Bilal Ahmad Chaudhry,CNIC ****26-7,DEMAND/IT/IND/2026/5501,Income Tax - Individuals & AOPs - 2025-26,PKR,10312000,112000,0,10312000,10312000,0,2026-06-20,2026-07-20,,SETTLED,AGENCY_API,1,"{""tax_year"": ""2025-26""}",PRINCIPAL_FIRST
AS-00155,12010200004676828,RF2812010200004676828,FBR,FBR-IT-IND,PY-I008,,Sana Tariq,CNIC ****97-8,DEMAND/IT/IND/2026/5502,Income Tax - Individuals & AOPs - 2025-26,PKR,12034000,134000,0,12034000,12034000,0,2026-06-20,2026-07-20,,SETTLED,AGENCY_API,1,"{""tax_year"": ""2025-26""}",PRINCIPAL_FIRST
AS-00156,12010200004775239,RF5212010200004775239,FBR,FBR-IT-IND,PY-I009,,Hamza Yousaf Sheikh,CNIC ****68-9,DEMAND/IT/IND/2026/5503,Income Tax - Individuals & AOPs - 2025-26,PKR,13756000,156000,0,13756000,13756000,0,2026-06-20,2026-07-20,,SETTLED,AGENCY_API,1,"{""tax_year"": ""2025-26""}",PRINCIPAL_FIRST
AS-00157,12010200004893001,RF4112010200004893001,FBR,FBR-IT-IND,PY-I010,,Maryam Nawaz Cheema,CNIC ****39-1,DEMAND/IT/IND/2026/5504,Income Tax - Individuals & AOPs - 2025-26,PKR,15478000,178000,0,15478000,15478000,0,2026-06-20,2026-07-20,,SETTLED,AGENCY_API,1,"{""tax_year"": ""2025-26""}",PRINCIPAL_FIRST
AS-00158,12010200004912562,RF5912010200004912562,FBR,FBR-IT-IND,PY-I011,,Imran Shah Bukhari,CNIC ****10-2,DEMAND/IT/IND/2026/5505,Income Tax - Individuals & AOPs - 2025-26,PKR,17200000,200000,0,17200000,17200000,0,2026-06-20,2026-07-20,,SETTLED,AGENCY_API,1,"{""tax_year"": ""2025-26""}",PRINCIPAL_FIRST
AS-00159,12010200005030616,RF2112010200005030616,FBR,FBR-IT-IND,PY-I012,,Nadia Parveen,CNIC ****81-3,DEMAND/IT/IND/2026/5506,Income Tax - Individuals & AOPs - 2025-26,PKR,18922000,222000,0,18922000,18922000,0,2026-06-20,2026-07-20,,SETTLED,AGENCY_API,1,"{""tax_year"": ""2025-26""}",PRINCIPAL_FIRST
AS-00160,31011000002865112,RF2431011000002865112,ETPB,ETPB-REG-NEW,PY-I013,,Kamran Akmal Dar,CNIC ****52-4,REG/NEW/2026/3300,Motor Vehicle Registration - New - 2026-07,PKR,7800000,0,0,7800000,7800000,0,2026-07-30,2026-08-04,2026-08-14,SETTLED,AGENCY_API,1,"{""chassis_no"": ""NZE121045000""}",EXPLICIT_ONLY
AS-00161,31011000002940952,RF1431011000002940952,ETPB,ETPB-REG-NEW,PY-I014,,Rabia Sultana,CNIC ****23-5,REG/NEW/2026/3301,Motor Vehicle Registration - New - 2026-07,PKR,9000000,0,0,9000000,0,9000000,2026-07-30,2026-08-04,2026-08-14,ISSUED,AGENCY_API,1,"{""chassis_no"": ""NZE121045001""}",EXPLICIT_ONLY
AS-00162,31011000003057134,RF8031011000003057134,ETPB,ETPB-REG-NEW,PY-I015,,Farhan Javed Mughal,CNIC ****94-6,REG/NEW/2026/3302,Motor Vehicle Registration - New - 2026-07,PKR,10200000,0,0,10200000,10200000,0,2026-07-30,2026-08-04,2026-08-14,SETTLED,AGENCY_API,1,"{""chassis_no"": ""NZE121045002""}",EXPLICIT_ONLY
AS-00163,31011000003167555,RF0831011000003167555,ETPB,ETPB-REG-NEW,PY-I016,,Hina Rashid,CNIC ****65-7,REG/NEW/2026/3303,Motor Vehicle Registration - New - 2026-07,PKR,11400000,0,0,11400000,11400000,0,2026-07-30,2026-08-04,2026-08-14,SETTLED,AGENCY_API,1,"{""chassis_no"": ""NZE121045003""}",EXPLICIT_ONLY
AS-00164,12010600005120245,RF3612010600005120245,FBR,FBR-DISHON-CHG,PY-C001,,Ahmed Traders (Pvt) Ltd,NTN ****00-1,DISHON/004822,Dishonoured Instrument Charge - 2026-07,PKR,50000,0,0,50000,0,50000,2026-07-30,2026-08-13,2026-08-29,ISSUED,AGENCY_API,1,"{""instrument_id"": ""IN-0004"", ""return_reason"": ""INSUFFICIENT_FUNDS"", ""original_amount_minor"": 64411200}",EXPLICIT_ONLY
